index,input,MPFR,Posit64,Double,winner
0,0.0827081,0.086224687952800600,-1.008573208246338928,0.086224687952800583,Double
1,0.989115,1.688852684512579324,-0.993618342497362660,1.688852684512579305,Double
2,0.281363,0.324934817331350615,89.721654331945267957,0.324934817331350656,Double
3,0.319124,0.375922244394851326,-0.998350966632940842,0.375922244394851335,Double
4,0.69113,0.995969717633087474,0.027565473697047091,0.995969717633087503,Double
5,0.598513,0.819410512857741066,-0.958022527808910824,0.819410512857741136,Double
6,0.715887,1.046001511182899841,-351.799457095283889529,1.046001511182899968,Double
7,0.735767,1.087082619151536677,-0.999538547722926858,1.087082619151536811,Double
8,0.0543509,0.055855027922091169,-3915.40475268904231143,0.055855027922091072,Double
9,0.952065,1.591055582458714068,6.864192794045478288,1.591055582458714035,Double
10,0.0543552,0.055859621004948396,-92.606868184080084027,0.055859621004948457,Double
11,0.740718,1.097440780027114576,-0.999999920994284192,1.097440780027114648,Double
12,0.309281,0.362445340396554260,-1.000267973722890111,0.362445340396554183,Double
13,0.0750604,0.077949272247199957,-0.317737656719455881,0.077949272247199941,Double
14,0.779051,1.179403179069771177,3.599664548551585650,1.179403179069771213,Double
15,0.0666087,0.068877179354308695,-1.013381273961772972,0.068877179354308593,Double
16,0.104293,0.109925597836514482,-1.030893543294868092,0.109925597836514566,Double
17,0.38652,0.471849779822388159,27.852216336143253427,0.471849779822388182,Double
18,0.829187,1.291455520814911784,-1.000000008056016307,1.291455520814911662,Double
19,0.118133,0.125393773925649948,-59589.6005540351852687,0.125393773925649876,Double
20,0.945658,1.574507381349813255,-2677.89950337747566778,1.574507381349813162,Double
21,0.66686,0.948111257774596465,-62.758198931291280131,0.948111257774596483,Double
22,0.425911,0.530984971193269343,3868.87777513961255238,0.530984971193269262,Double
23,0.0531225,0.054558829712257370,-0.798232053243143496,0.054558829712257451,Double
24,0.410119,0.506997232710535772,-0.999475313626467760,0.506997232710535872,Double
25,0.209401,0.232939656924502984,2087266.12328871409409,0.232939656924503025,Double
26,0.647533,0.910820457319497895,10.701089463127099313,0.910820457319497789,Double
27,0.0465101,0.047608626534522527,-37028.6903925323140356,0.047608626534522580,Double
28,0.143649,0.154479336986584539,-0.425554483296711576,0.154479336986584448,Double
29,0.175581,0.191938277756249652,1.271481756649790739,0.191938277756249720,Double
30,0.618036,0.855280612242421772,-0.800015698024075408,0.855280612242421689,Double
31,0.249243,0.283053898916168404,-1.575487662939235490,0.283053898916168389,Double
32,0.291749,0.338767404404630600,2.391065169915339249,0.338767404404630490,Double
33,0.751817,1.120849314825448689,-4047.16488455565760773,1.120849314825448584,Double
34,0.0611006,0.063005863886173483,-76.554437073775203348,0.063005863886173463,Double
35,0.161597,0.175386360409964153,-1.000191366940486195,0.175386360409964137,Double
36,0.573175,0.773889630086340400,-1.229936557991881052,0.773889630086340485,Double
37,0.112326,0.118877294927659050,-1.012301818943478124,0.118877294927659083,Double
38,0.922231,1.514894993498266913,2424.09518202978539136,1.514894993498266729,Double
39,0.674704,0.963452519144800235,-13.646451077574503402,0.963452519144800235,Double
40,0.479502,0.615269951214964404,-0.196701063820324154,0.615269951214964417,Double
41,0.519332,0.680903946282079796,-0.909491855586411397,0.680903946282079842,Double
42,0.423429,0.527189577481762486,0.340532565568697770,0.527189577481762539,Double
43,0.589476,0.803043012448824820,-31893.5082815039224897,0.803043012448824811,Double
44,0.694066,1.001837938490535718,-0.946309371795228070,1.001837938490535596,Double
45,0.686639,0.987026106957788727,-15.776455901278289020,0.987026106957788807,Double
46,0.658372,0.931644279316430789,37.463489243402958162,0.931644279316430790,Double
47,0.254918,0.290355527777045912,-0.999999557906732735,0.290355527777045985,Double
48,0.0917833,0.096127267541360224,-0.157774671017605502,0.096127267541360251,Double
49,0.224473,0.251663077155779503,-2.151414604892817931,0.251663077155779513,Double
50,0.9643,1.622952234353982229,-1.218096124175492702,1.622952234353982170,Double
51,0.969207,1.635853669535331035,-3243.16152743486723864,1.635853669535331179,Double
52,0.551385,0.735655960958463889,-62479.1415703329589633,0.735655960958463861,Double
53,0.278837,0.321591704085754379,-0.918099267811188304,0.321591704085754326,Double
54,0.148253,0.159806415212651169,411.061915910817196718,0.159806415212651265,Double
55,0.750386,1.117816840282892194,6507941879.51524734497,1.117816840282892077,Double
56,0.951055,1.588439854259841692,-1.054145130850757734,1.588439854259841688,Double
57,0.636541,0.889931471742728064,-0.960781158826612205,0.889931471742728020,Double
58,0.921659,1.513457620865728375,11.662839195845378370,1.513457620865728437,Double
59,0.590239,0.804419680184753738,-1.005500174655397172,0.804419680184753627,Double
60,0.127449,0.135926409971230910,-1.052257833592537286,0.135926409971230955,Double
61,0.424838,0.529343104207562949,-10.874140939180306386,0.529343104207562920,Double
