index,input,MPFR,Posit64,Double,winner
0,0.353289,0.895650160824111121,0.895650160824111129,0.895650160824111197,Posit
1,0.570934,0.975272511276822389,0.975272511276822390,0.975272511276822351,Posit
2,0.21013,0.613229859459479638,0.613229859459479617,0.613229859459479609,Posit
3,0.423202,0.971036062630785144,0.971036062630785145,0.971036062630785124,Posit
4,0.891609,0.333976246614358307,0.333976246614358291,0.333976246614358541,Posit
5,0.79754,0.594019780668932751,0.594019780668932730,0.594019780668932795,Posit
6,0.849029,0.456706495804442029,0.456706495804442013,0.456706495804442003,Posit
7,0.804433,0.576462224069589154,0.576462224069589134,0.576462224069589357,Posit
8,0.645539,0.897281428449006225,0.897281428449006233,0.897281428449006380,Posit
9,0.142979,0.434229868002344674,0.434229868002344659,0.434229868002344643,Posit
10,0.196572,0.579039416525183723,0.579039416525183701,0.579039416525183759,Posit
11,0.782916,0.630339507331173245,0.630339507331173224,0.630339507331173166,Posit
12,0.487481,0.999226675989665682,0.999226675989665681,0.999226675989665636,Posit
13,0.872869,0.388858818777421813,0.388858818777421798,0.388858818777422066,Posit
14,0.931181,0.214521089873800680,0.214521089873800672,0.214521089873800974,Posit
15,0.195541,0.576393889122283719,0.576393889122283697,0.576393889122283731,Double
16,0.630278,0.917407984451745704,0.917407984451745709,0.917407984451745762,Posit
17,0.623059,0.926195404010034637,0.926195404010034643,0.926195404010034640,Double
18,0.842847,0.473895900332703584,0.473895900332703568,0.473895900332703846,Posit
19,0.742498,0.723575170076351318,0.723575170076351340,0.723575170076351304,Double
20,0.132708,0.404941428380088796,0.404941428380088782,0.404941428380088786,Double
21,0.740589,0.727700601141981923,0.727700601141981942,0.727700601141982095,Posit
22,0.346892,0.886531403311420149,0.886531403311420157,0.886531403311420219,Posit
23,0.665295,0.868172092535541642,0.868172092535541652,0.868172092535541728,Posit
24,0.106807,0.329282948956600559,0.329282948956600545,0.329282948956600541,Posit
25,0.0278148,0.087271614285714386,0.087271614285714382,0.087271614285714380,Posit
26,0.00106307,0.003339727152458783,0.003339727152458782,0.003339727152458783,Double
27,0.450029,0.987702473881524910,0.987702473881524910,0.987702473881524878,Posit
28,0.32388,0.850796574753518698,0.850796574753518709,0.850796574753518664,Posit
29,0.282953,0.776392598925358320,0.776392598925358337,0.776392598925358279,Posit
30,0.711963,0.786359547489096785,1,0.786359547489096866,Double
31,0.554002,0.985643491956672539,0.985643491956672539,0.985643491956672557,Posit
32,0.668187,0.863627207323626853,0.863627207323626864,0.863627207323626966,Posit
33,0.645275,0.897647640861857749,0.897647640861857756,0.897647640861857665,Posit
34,0.580227,0.968405255748399098,0.968405255748399100,0.968405255748399085,Posit
35,0.228638,0.658097360427921246,0.658097360427921227,0.658097360427921219,Posit
36,0.0461243,0.144397214848658298,0.144397214848658292,0.144397214848658306,Posit
37,0.473536,0.996546001310048016,0.996546001310048015,0.996546001310048002,Posit
38,0.187594,0.555814841847756594,0.555814841847756573,0.555814841847756536,Posit
39,0.672129,0.857317896691583529,0.857317896691583539,0.857317896691583647,Posit
40,0.418702,0.967561188694740229,0.967561188694740231,0.967561188694740282,Posit
41,0.509441,0.999560211955077350,0.999560211955077350,0.999560211955077382,Posit
42,0.386475,0.937072330374641240,0.937072330374641245,0.937072330374641216,Posit
43,0.682998,0.839244677219382327,0.839244677219382338,0.839244677219382451,Posit
44,0.723329,0.763803833137508432,0.763803833137508448,0.763803833137508548,Posit
45,0.517178,0.998544188648823472,0.998544188648823472,0.998544188648823439,Posit
46,0.829966,0.509133114803909810,0.509133114803909794,0.509133114803909770,Posit
47,0.956747,0.135465995103839896,0.135465995103839892,0.135465995103840026,Posit
48,0.190829,0.564234432811688106,0.564234432811688084,0.564234432811688058,Posit
49,0.163475,0.491292640464048816,0.491292640464048799,0.491292640464048747,Posit
50,0.0370111,0.116011998446735707,0.116011998446735702,0.116011998446735695,Posit
51,0.819195,0.537959763243096128,0.537959763243096107,0.537959763243096245,Posit
52,0.535866,0.993658586089323318,0.993658586089323317,0.993658586089323337,Posit
53,0.395011,0.946096499876926585,0.946096499876926589,0.946096499876926567,Posit
54,0.0174,0.054636371062581020,0.054636371062581018,0.054636371062581013,Posit
55,0.74857,0.710275687305860430,0.710275687305860452,0.710275687305860548,Posit
56,0.60267,0.948430619072835208,0.948430619072835211,0.948430619072835213,Posit
57,0.180199,0.536355634507950364,0.536355634507950345,0.536355634507950318,Posit
58,0.655254,0.883392682870020336,0.883392682870020345,0.883392682870020374,Posit
59,0.0751943,0.234038899904997786,0.234038899904997777,0.234038899904997794,Double
60,0.959866,0.125752133584299863,0.125752133584299859,0.125752133584299985,Posit
61,0.00755922,0.023745771843569217,0.023745771843569216,0.023745771843569217,Double
62,0.206702,0.604688454601226550,0.604688454601226528,0.604688454601226555,Double
63,0.21868,0.634222232605459368,0.634222232605459349,0.634222232605459291,Posit
64,0.453218,0.989219202278406617,0.989219202278406617,0.989219202278406651,Posit
65,0.270215,0.750558276448516816,1,0.750558276448516803,Double
66,0.370222,0.918031985713790788,0.918031985713790794,0.918031985713790744,Posit
67,0.0469486,0.146959068441925735,0.146959068441925729,0.146959068441925716,Posit
68,0.137433,0.418469465322707057,0.418469465322707042,0.418469465322707068,Double
69,0.248384,0.703507538285854537,0.703507538285854515,0.703507538285854550,Double
70,0.43676,0.980328914305011044,0.980328914305011045,0.980328914305011012,Posit
71,0.276223,0.762896098760924074,0.762896098760924092,0.762896098760924013,Posit
72,0.380626,0.930498079665835330,0.930498079665835335,0.930498079665835309,Posit
