index,input,MPFR,Posit64,Double,winner
0,0.036727,0.036718773371812711,0.036718773371812710,0.036718773371812709,Posit
1,0.654213,0.608534946727486859,0.608534946727486857,0.608534946727486870,Posit
2,0.172021,0.171173567266120322,0.171173567266120322,0.171173567266120319,Posit
3,0.787145,0.708340681006506482,0.708340681006506526,0.708340681006506490,Double
4,0.567994,0.537942450775365464,0.537942450775365463,0.537942450775365510,Posit
5,0.228396,0.226415645542281468,0.226415645542281468,0.226415645542281468,EQUAL
6,0.139454,0.139002495249259204,0.139002495249259204,0.139002495249259200,Posit
7,0.893401,0.779207762163398855,0.779207762163398893,0.779207762163398820,Double
8,0.766708,0.693767914946791575,0.693767914946791572,0.693767914946791575,Double
9,0.494549,0.474634569910704613,0.474634569910704614,0.474634569910704629,Posit
10,0.765579,0.692954615061736011,0.692954615061736008,0.692954615061736057,Posit
11,0.35792,0.350326622852472233,0.350326622852472231,0.350326622852472236,Posit
12,0.691146,0.637420783728469834,0.637420783728469836,0.637420783728469886,Posit
13,0.655906,0.609877596485257773,0.609877596485257772,0.609877596485257745,Posit
14,0.505017,0.483822231382517296,0.483822231382517297,0.483822231382517287,Posit
15,0.0577284,0.057696340915358499,0.057696340915358499,0.057696340915358496,Posit
16,0.0191676,0.019166407188800372,0.019166407188800371,0.019166407188800371,EQUAL
17,0.0308491,0.030844246821195727,0.030844246821195727,0.030844246821195728,Posit
18,0.262177,0.259183338502528909,0.259183338502528909,0.259183338502528893,Posit
19,0.555873,0.527684789544467413,0.527684789544467412,0.527684789544467403,Posit
20,0.985475,0.833534477638961102,0.833534477638961136,0.833534477638961158,Posit
21,0.784127,0.706207526044552557,0.706207526044552559,0.706207526044552503,Posit
22,0.983859,0.832640688615473269,0.832640688615473302,0.832640688615473246,Double
23,0.528077,0.503872973364946580,0.503872973364946580,0.503872973364946630,Posit
24,0.327958,0.322110904497990558,0.322110904497990556,0.322110904497990569,Posit
25,0.372469,0.363915856797832132,0.363915856797832131,0.363915856797832116,Posit
26,0.680541,0.629213317185712509,0.629213317185712509,0.629213317185712495,Posit
27,0.352661,0.345396144319851654,0.345396144319851652,0.345396144319851661,Posit
28,0.734255,0.670034595122639136,0.670034595122639136,0.670034595122639187,Posit
29,0.686367,0.633731086403202284,0.633731086403202286,0.633731086403202304,Posit
30,0.564758,0.535211511294115672,0.535211511294115671,0.535211511294115705,Posit
31,0.406348,0.395257526059227658,0.395257526059227657,0.395257526059227648,Posit
32,0.749713,0.681428940692931151,0.681428940692931150,0.681428940692931140,Posit
33,0.727731,0.665177062943340013,0.665177062943340014,0.665177062943340003,Posit
34,0.254746,0.251999548714400667,0.251999548714400666,0.251999548714400667,Double
35,0.2185,0.216765724232191269,0.216765724232191268,0.216765724232191259,Posit
36,0.365264,0.357196209055235744,0.357196209055235742,0.357196209055235747,Posit
37,0.778385,0.702130676835145277,0.702130676835145276,0.702130676835145295,Posit
38,0.393036,0.382995068412061199,0.382995068412061198,0.382995068412061213,Posit
39,0.462967,0.446604874128836985,0.446604874128836985,0.446604874128836982,Posit
40,0.854579,0.754294303904339212,0.754294303904339252,0.754294303904339158,Posit
41,0.102382,0.102203305453297911,0.102203305453297911,0.102203305453297907,Posit
42,0.125131,0.124804798257249713,0.124804798257249713,0.124804798257249716,Posit
43,0.870814,0.764853541540532423,1,0.764853541540532422,Double
44,0.422462,0.410006963631912272,0.410006963631912272,0.410006963631912247,Posit
45,0.977249,0.828962124205072089,0.828962124205072124,0.828962124205072093,Double
46,0.465593,0.448952445897708168,0.448952445897708168,0.448952445897708163,Posit
47,0.0377439,0.037734935036925446,0.037734935036925446,0.037734935036925446,EQUAL
48,0.0038607,0.003860691888516472,0.003860691888516471,0.003860691888516472,Double
49,0.216512,0.214824073221139039,0.214824073221139039,0.214824073221139028,Posit
50,0.214227,0.212591767824236458,0.212591767824236458,0.212591767824236472,Posit
51,0.550866,0.523425053082486877,0.523425053082486877,0.523425053082486880,Posit
52,0.327656,0.321824979821807789,0.321824979821807788,0.321824979821807799,Posit
53,0.0492709,0.049250995154359279,0.049250995154359278,0.049250995154359281,Posit
54,0.0289983,0.028994217828950343,0.028994217828950343,0.028994217828950342,Posit
55,0.0946126,0.094471459919030846,0.094471459919030846,0.094471459919030845,Posit
56,0.689233,0.635945070480560373,0.635945070480560374,0.635945070480560370,Posit
57,0.714073,0.654916870840583684,0.654916870840583685,0.654916870840583698,Posit
58,0.0970332,0.096881005097769629,0.096881005097769629,0.096881005097769632,Posit
59,0.148747,0.148199567909800956,0.148199567909800956,0.148199567909800961,Posit
60,0.521408,0.498101959579737583,0.498101959579737583,0.498101959579737574,Posit
61,0.582101,0.549779952044653436,0.549779952044653434,0.549779952044653464,Posit
62,0.771748,0.697389019876018568,0.697389019876018565,0.697389019876018534,Posit
63,0.361636,0.353804696159627417,0.353804696159627415,0.353804696159627396,Posit
64,0.0424014,0.042388724663153602,0.042388724663153602,0.042388724663153604,Posit
65,0.204742,0.203314107652100589,0.203314107652100589,0.203314107652100590,Posit
66,0.497727,0.477429866782686939,0.477429866782686940,0.477429866782686951,Posit
67,0.672727,0.623121490295725707,0.623121490295725707,0.623121490295725722,Posit
68,0.330217,0.324247913602302472,0.324247913602302471,0.324247913602302484,Posit
69,0.72648,0.664242387061877738,0.664242387061877740,0.664242387061877770,Posit
70,0.938897,0.806906813565224499,0.806906813565224535,0.806906813565224534,Double
71,0.810953,0.724943953043398491,0.724943953043398535,0.724943953043398537,Posit
72,0.132528,0.132140619624094509,0.132140619624094509,0.132140619624094513,Posit
